id,campaign_name,campaign_type,key_message,flight_period,status,campaign_vertical,geo,audience,objectives,channels,links,created_at,updated_at,image_url,video_url,type,slogan,description,targets,pre_tests,post_tests
04783a0d-1f57-4597-8ac4-a319e7b816a4,Т2 РК Оригинал,T2,На Авито можно уверенно покупать оригинальную одежду ушедших брендов под любой бюджет,"{""end_date"":""2023-07-24"",""start_date"":""2023-06-19""}",planned,Товары,"Москва, Санкт-Петербург","М/Ж, 18-34; регулярно покупают брендовую одежду онлайн, но не рассматривали Авито",,"[""Banners"",""OLV""]",,2025-06-13 13:19:00.654643+00,2025-06-15 11:14:36.549+00,,,,,,,{},
09286b19-3ca7-4dad-a6cf-eb835fbf2045,Т1 РК Манифест,T1,"Мы смогли рассказать, что Авито - это то самое место, где случаются хорошие истории с каждым из нас)","{""end_date"":""2025-04-30"",""start_date"":""2025-04-02""}",planned,Авито,Вся РФ,,,"[""Banners"",""Bloggers"",""OLV"",""OOH"",""TV"",""МФ"",""посевы"",""спецпроектный МФ с партнёрами""]","{""OLV"":""https://drive.google.com/drive/folders/14hlKvQYqBYEjz9Xy5Xdrjap43YphdofT?usp=share_link"",""OOH"":""https://drive.google.com/drive/folders/1WnP7RxZkI-hAmeXFHSwBU0vQu-95NAfM?usp=share_link"",""МФ"":""https://drive.google.com/drive/folders/14y6guUT_4xoLfPR6AIOXPBFqXpkmNww_?usp=share_link"",""ТВ"":""https://drive.google.com/drive/folders/1byq0vqC66baOTrPzG2nU0aZGg-jjBVJd?usp=share_link"",""Баннеры"":""https://drive.google.com/drive/folders/1FUg_dFxGFvnJI1DxrImdV1nzW3l7-ZXw?usp=share_link"",""Лендинг"":""https://good.avito.com/"",""Бордмикс"":""https://boardmix.com/app/share/CAE.CKT-OyABKhDfep76aT516tPITlybHBWfMAZAAQ"",""Карточка проекта"":""https://docs.google.com/document/d/1jh9CRSct29KeztPtOMemlZawgIA5Ljti/edit#heading=h.gjdgxs""}",2025-06-13 12:08:36.903318+00,2025-06-14 19:08:10.647+00,https://wutftnrkjkbgqhxqgpqs.supabase.co/storage/v1/object/public/campaign-images/09286b19-3ca7-4dad-a6cf-eb835fbf2045-1749926674949.jpg,,,,"Масштабная имиджевая горизонтальная Т1 РК Манифест, привязанная к обновлённому мастер-бренд позиционированию всея Авито. Мы хотели вывести вас на эмоции. Мы смогли рассказать, что Авито - это то самое место, где случаются хорошие истории с каждым из нас. Также спецпроектная команда запустила лендинг, где ваши друзья или родственники могут попытать удачу и получить шанс выиграть 300т на исполнение мечты. Нам удалось внедрить несколько нестандартных продуктовых доработок: Динамический счётчик хороших историй на главной странице, Анимированные цветные звёзды на странице отзывов пользователя, Изменение текста success-скрина в котором мы благодарим пользователя за 5-тизвёздочный отзыв.",,"{""Результаты тестов"":{""Ссылка"":""https://drive.google.com/drive/folders/1Dfv3sxTqMnIxOzKnoP-XHgEMODYb4ZXE?usp=share_link"",""Содержание"":""KV, ФГ, линки""}}",
09d6a305-0526-4026-833c-8fa629e45f67,Т1 РК Спокойно продавайте авто,T1,Спокойно продавайте авто. Здесь миллионы покупателей.,"{""end_date"":""2023-11-12"",""start_date"":""2023-09-18""}",planned,Авто,"Москва, Санкт-Петербург","Пользователи, планирующие продажу авто стоимостью от 2 млн+; «Любители комфорта»; мужчины 25-50 лет; доход выше среднего",,"[""BF"",""OLV"",""OOH"",""TV"",""Медиа фасады""]",,2025-06-13 13:11:40.699186+00,2025-06-13 13:11:40.699186+00,,,,,,,"{""Тест КВ"":""https://docs.google.com/spreadsheets/d/1kuKXwVK_cWngQg93ZdRlh3jwQZqF5BaV/edit#gid=1455475070"",""Тест ГЗК"":""https://cf.avito.ru/pages/viewpage.action?pageId=313169189"",""Тест Ipsos (топлайн)"":""https://cf.avito.ru/pages/viewpage.action?pageId=313180582"",""Запись встречи по результатам ФГ"":""https://eur04.safelinks.protection.outlook.com/?url=https%3A%2F%2Favito.zoom.us%2Frec%2Fshare%2Fr-EuePh29YL-k9s8MpeCaCmROkw9tz7awxmWkKBqrLMMh8ANF7BGg-r_fWMnvFHe.hq3TtlrtD3Y27SZT&data=05%7C01%7Ceskovaleva%40avito.ru%7C2cfacc2bf1424426172d08db93689a7c%7Caf0e07b3b90b472392e63fab11dd5396%7C0%7C0%7C638265849707507353%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C3000%7C%7C%7C&sdata=8xyvNJUTfeud3Bfv4gS%2FxV65dIqctQ%2FxV5jxb32NNh4%3D&reserved=0""}",
13887195-86c4-43e0-97dc-cb04f90e828a,Т1 РК. Прозрачный выбор недвижимости.,T1,"Авито Недвижимость заботится о вашем опыте выбора недвижимости и проверяет объявления и продавцов недвижимости, чтобы сделать процесс прозрачнее. Мы подсветим возможные риски и подводные камни, чтобы вы точно сделали правильный выбор","{""end_date"":""2024-11-10"",""start_date"":""2024-09-16""}",planned,Недвижимость,РФ с усилением Москвы,"пользователи, планирующие покупку в ближайшие 6 месяцев / не используют Авито как основной сервис (покупают первую квартиру; покупают квартиру с целью повышения комфорта; покупают квартиру с целью расширения площади)",,"[""Digital"",""Performance"",""PR"",""Radio"",""TV"",""внутренние каналы Авито"",""Индор (ТЦ и БЦ)"",""Наружная реклама""]","{""ТВ и ОЛВ"":""https://disk.yandex.ru/d/aSYaRGWiMNY1xA/TV/Avito_RE_20s_logo_left/AVITO_RE_20sec_v23_master_tv_L_preview.mp4"",""МФ, ТЦ и БЦ"":""https://disk.yandex.ru/d/BWPY_1Tbm6z9Mg/%D0%9C%D0%A4/Russ%20Outdoor/24_2944x448_15sec_1(%D0%9D.%20%D0%90%D1%80%D0%B1%D0%B0%D1%82%2028).mp4"",""Карточка проекта"":""https://docs.google.com/document/d/19mFPrMkpsXiK6tcz3ErJwtT9Q-tCQKbY/edit#heading=h.gjdgxs"",""Наружная реклама и баннеры"":""https://disk.yandex.ru/d/BWPY_1Tbm6z9Mg/DOOH""}",2025-06-13 12:35:34.877542+00,2025-06-15 10:56:07.099+00,https://wutftnrkjkbgqhxqgpqs.supabase.co/storage/v1/object/public/campaign-images/13887195-86c4-43e0-97dc-cb04f90e828a-1749984963566.jpg,,,,,"[""Рост баеров в категориях SS/ND"",""Рост TOM RRE 65%->67%"",""Рост Trust index 77%->78%""]","{""Линк-тест"":""https://cf.avito.ru/pages/viewpage.action?pageId=433613385""}",
182e4ab2-7fe2-42e1-b186-9172c2ac8d2e,[HL] 2024-04 CONSTRUCTION,T1,Берите на распродаже и стройте,"{""end_date"":""2024-05-05"",""start_date"":""2024-04-23""}",planned,Товары,Россия,"хозяйственные умельцы, 30-54, M",,"[""AoA"",""Digital"",""OOH"",""Performance"",""PR"",""Radio"",""TV""]","{""AoA"":""https://disk.yandex.ru/d/ck296KAEQz7Cug"",""DOOH"":""https://disk.yandex.ru/d/_Da05KHw98G6sA"",""КВ"":""https://disk.yandex.ru/i/QTIKAA7XiHPJXQ"",""ООН"":""https://disk.yandex.ru/d/do6VvXPr57-SbQ"",""Digital"":""https://disk.yandex.ru/d/swo2JE3B2-vXgw"",""Карточка проекта"":""https://docs.google.com/document/d/12JVbJlPiR1dHFnrbhPx2450Vi9etYqZ6/edit#heading=h.gjdgxs"",""ТВ распродажа (15' и 5')"":""https://disk.yandex.ru/d/R-Y5nAYxNXCMCA"",""ТВ нераспродажа (15' и 5')"":""https://disk.yandex.ru/i/Y7DMJ6AXxops2g""}",2025-06-13 12:55:35.788535+00,2025-06-15 11:28:18.575+00,https://wutftnrkjkbgqhxqgpqs.supabase.co/storage/v1/object/public/campaign-images/182e4ab2-7fe2-42e1-b186-9172c2ac8d2e-1749986896176.jpg,,,,Также был второй флайт (нераспродажа) с 06.05.2024 по 19.05.2024,"[""вернуть покупателей в категорию в самые сезонные месяцы и рассказать ЦА, что на Авито можно купить новые стройматериалы по низким ценам от поставщиков""]","{""ФГ"":""https://cf.avito.ru/pages/viewpage.action?pageId=336095328&preview=/336095328/336095453/Report_qual_CT_%D0%A1%D1%82%D1%80%D0%BE%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE_%D0%B8_%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82_15122023_v2.pptx"",""Тесты"":""https://cf.avito.ru/pages/viewpage.action?pageId=336095328"",""линки"":""https://cf.avito.ru/pages/viewpage.action?pageId=336095328&preview=/336095328/367314275/IPSOS_24-018595-01_Avito_Constr_1ad_CreLabs__REPORT_05042024.pptx"",""Тест КВ"":""https://cf.avito.ru/pages/viewpage.action?pageId=336095328""}",
1c1aac58-0fe9-4173-a394-3575b324876d,T2 байеры РК Осень 2023,T2,Выберите проверенный автосервис. Плановое ТО от 5 000 рублей.,"{""end_date"":""2023-09-30"",""start_date"":""2023-09-01""}",planned,Услуги,"Москва + МО, Санкт-Петербург + ЛО","Автовладельцы, сами водят автомобиль; обращаются за услугами автосервисов 1–2 раза в год; планируют пройти ТО осенью; интересы: автомобили, обслуживание авто, автосервисы; М 70%, Ж 30%, 25–54",,"[""Digital"",""OLV""]",,2025-06-13 13:12:42.657607+00,2025-06-13 13:12:42.657607+00,,,,,,,"{""Тест OLV на Фастуне"":""https://docs.google.com/spreadsheets/d/14BVeRY4asaVJA3GZ-svNrpR8fBKzyQGq/edit?usp=share_link""}",
1e6e02ba-a023-4ddf-910d-45f035f4374a,T1 РК gc-24-06-СС-SALE-Federal aka «Хватамба»,T1,Скидки людям от людей только до 7 июля на столько всего,"{""end_date"":""2024-07-07"",""start_date"":""2024-06-24""}",planned,Товары,Вся Россия,"Все 18-54, регулярно покупают онлайн",,"[""Banners"",""Bloggers"",""Digital"",""Radio"",""Special Project"",""TV"",""внутренние коммуникации"",""посевы в ТГ каналах""]","{""Radio"":""https://drive.google.com/file/d/1TuCsNLLka4PVpjpXn9iNmwIHaAFJvXN8/view?usp=sharing"",""Banners"":""https://drive.google.com/drive/folders/10A-831jcv-Lo4vGVSjlSmjsrZ0YoY4Ic?usp=sharing"",""Digital"":""https://drive.google.com/drive/folders/1vURAhxPJUPcjODNLsV8D-g_6wUKygsUR?usp=sharing"",""LS+EL 5s"":""https://drive.google.com/file/d/1WMrS6NydoxGIgMqpIQNpumQ3Y4AD39kd/view?usp=drive_link"",""SP+HL 5s"":""https://drive.google.com/file/d/1aZkNiM00ZlKOB0Ly3kqC1jEXHhin3TD8/view?usp=drive_link"",""LS+EL 15s"":""https://drive.google.com/file/d/11zu0Ed0vznnKwfZjrQSVfi_X_qUpR1Ge/view?usp=drive_link"",""SP+HL 15s"":""https://drive.google.com/file/d/1Y5-wZ8-NG_mhwBWmEDdZnTaOfXT1z7CW/view?usp=drive_link"",""Карточка проекта"":""https://docs.google.com/document/d/10Ljy4Gc8mNGILr1yk-dotBUMw8TeL5kW/edit#heading=h.gjdgxs"",""посевы в ТГ каналах"":""https://t.me/addemoji/avito_khvatamba"",""внутренние коммуникации"":""https://mt.avito.ru/avito/pl/5yccbib6xpyiudhr1qyupsajgc""}",2025-06-13 12:50:31.781352+00,2025-06-13 12:50:31.781352+00,,,,,,"[""Рассказать аудитории, что на Авито проходит не стандартная распродажа, как у маркетплейсов, а распродажа как новых товаров""]",,
22652ec6-d29f-44a0-a8ba-b05ab212475b,[PS] 24-05-SP-RoadTrips / Аксессуары и запчасти для ТО. Сезон путешествий,T1,Соберите авто в отпуск Без лишних трат,"{""end_date"":""2024-06-30"",""start_date"":""2024-05-27""}",planned,Товары,вся Россия,"«Требовательные перфекционисты». М, 25-54, автолюбители, планируют летние путешествия на авто",,"[""Digital"",""Radio"",""TV""]","{""OLV"":""https://disk.yandex.ru/d/xTFSS1ApgXd0jw/11_VK_OLV"",""Radio"":""https://drive.google.com/file/d/1i-1IvjQgLeGzx5y8tfIxT4YfLxFAA0sl/view?usp=sharing"",""TV 5s"":""https://drive.google.com/file/d/1cVnvpEsC_DLP-6-CGiEMJCmxjMpb0v57/view?usp=sharing"",""TV 15s"":""https://drive.google.com/file/d/11F7DiSxo2cOzxjmZJhL-Xq66rOpq9vJ9/view?usp=sharing"",""Banners"":""https://drive.google.com/drive/folders/12GkbsUWm2BCzUoMdUCFEKv8hac2tyA7p?usp=sharing"",""Карточка проекта"":""https://drive.google.com/file/d/1e0B0E88AfD5mxNQXBDMQf4X7UFdd_Wn7/view?usp=sharing""}",2025-06-13 12:51:32.075999+00,2025-06-15 11:22:28.377+00,https://wutftnrkjkbgqhxqgpqs.supabase.co/storage/v1/object/public/campaign-images/22652ec6-d29f-44a0-a8ba-b05ab212475b-1749986547313.jpg,,,,,"[""Привлечь баеров в Запчасти для ТО и Аксессуары через ситуационный интерес - автопутешествия"",""Рассказать аудитории о немного нудном процессе выбора и подготовки к путешествию через призму «гейминга»""]","{""ФГ"":""https://onedrive.live.com/edit?id=EA3CA876536225D9!18822&resid=EA3CA876536225D9!18822&ithint=file%2cpptx&authkey=!AKgAR-VdThp_WM0&wdo=2&cid=ea3ca876536225d9"",""линк"":""https://cf.avito.ru/pages/viewpage.action?pageId=352167163&preview=/352167163/373117718/IPSOS_24-030286-01_Avito_Cars_CreLabs_1ad_REPORT_24042024.pptx""}",
2306f1ea-1650-4f37-9859-e9e75ba1244a,Т1 РК “Жилая недвижимость”,T1,Прозрачный выбор недвижимости,"{""end_date"":""2023-10-01"",""start_date"":""2023-08-21""}",planned,Недвижимость,Россия (усиление Москвы),"Пользователи, заинтересованные в покупке квартиры (вторичка / новостройки), непользователи Авито; средний возраст – 34; М/Ж (50/50); 72% в браке/отношениях",,"[""Digital"",""OOH"",""Radio"",""TV""]",,2025-06-13 13:12:42.657607+00,2025-06-13 13:12:42.657607+00,,,,,Также был второй флайт с 02.10.2023 по 12.11.2023,,"{""Выбор креативной идеи"":""https://cf.avito.ru/pages/viewpage.action?pageId=296623126"",""Тестирование макетов ООН"":""https://cf.avito.ru/pages/viewpage.action?pageId=301365355"",""Выбор фокусной идеи кампании"":""https://cf.avito.ru/pages/viewpage.action?pageId=284069557""}",
2a1b64c0-db93-43fa-9b7a-7dd51ef3668c,T1 C2C РК Ремонт и грузоперевозки,T1,Авито Услуги. Спокойно находите проверенных мастеров / надёжных грузчиков,"{""end_date"":""2024-09-30"",""start_date"":""2024-08-01""}",planned,Услуги,"РФ (ТВ), Москва и Санкт-Петербург (OOH, метро)","М/Ж 25-59, преимущественно мужчины. Сегменты ""Нетребовательные самоделкины"" (ремонт) и ""Решение всегда под рукой"" (перевозки)",,"[""Banners"",""Metro"",""OLV"",""OOH"",""TV""]","{""ООН"":""https://drive.google.com/drive/folders/13htVuZtXrIYYWjMl9kw-uc3CJ9C5uXrf?usp=drive_link"",""ТВ / ОЛВ"":""https://drive.google.com/drive/folders/1Rf0z42yi51jYQdcA4RqHnmJLTPgkUmOr?usp=drive_link"",""Карточка проекта"":""https://docs.google.com/document/d/1eLJ4PF0uZZu3i1g8CtFOqGpmcv3n7AWkuKvzvD1SYvw/edit""}",2025-06-13 12:44:55.860707+00,2025-06-15 11:06:22.964+00,https://wutftnrkjkbgqhxqgpqs.supabase.co/storage/v1/object/public/campaign-images/2a1b64c0-db93-43fa-9b7a-7dd51ef3668c-1749985581586.jpg,,,,,"[""Переключить аудиторию из оффлайна в онлайн"",""Объяснить аудитории, почему заказывать услуги онлайн удобно и безопасно""]","{""ФГ идей и КВ"":""https://cf.avito.ru/pages/viewpage.action?pageId=373100207"",""КВ в клаттере"":""https://cf.avito.ru/pages/viewpage.action?pageId=404286373"",""Линк-тест ТВ – топлайн"":""https://nc.k.avito.ru/index.php/apps/onlyoffice/s/gditbgbKgTFrMHX?fileId=8537079""}",
